Topic,Rating,Mean,CI.L,CI.U
1,1,0.688496158773035,0.682351377816382,0.694640939729687
1,1.04040404040404,0.68242231616654,0.676349068323709,0.68849556400937
1,1.08080808080808,0.676348473560045,0.670346608051368,0.682350339068722
1,1.12121212121212,0.67027463095355,0.664343991554914,0.676205270352186
1,1.16161616161616,0.664200788347055,0.658341213137395,0.670060363556715
1,1.2020202020202,0.65812694574056,0.652338266835381,0.66391562464574
1,1.24242424242424,0.652053103134065,0.646335146404124,0.657771059864007
1,1.28282828282828,0.645979260527571,0.640331845301798,0.651626675753343
1,1.32323232323232,0.639905417921075,0.634328356672739,0.645482479169412
1,1.36363636363636,0.633831575314581,0.628324673329643,0.639338477299518
1,1.4040404040404,0.627757732708086,0.622320787734636,0.633194677681535
1,1.44444444444444,0.621683890101591,0.616316691979151,0.627051088224031
1,1.48484848484848,0.615610047495096,0.610312377762531,0.620907717227661
1,1.52525252525253,0.609536204888601,0.604307836369287,0.614764573407915
1,1.56565656565657,0.603462362282106,0.598303058644912,0.6086216659193
1,1.60606060606061,0.597388519675611,0.592298034970166,0.602479004381057
1,1.64646464646465,0.591314677069116,0.586292755233744,0.596336598904489
1,1.68686868686869,0.585240834462622,0.580287208803228,0.590194460122015
1,1.72727272727273,0.579166991856127,0.57428138449421,0.584052599218044
1,1.76767676767677,0.573093149249632,0.568275270537498,0.577911027961766
1,1.80808080808081,0.567019306643137,0.562268854544289,0.571769758741985
1,1.84848484848485,0.560945464036642,0.556262123469199,0.565628804604086
1,1.88888888888889,0.554871621430147,0.550255063571041,0.559488179289254
1,1.92929292929293,0.548797778823652,0.54424766037125,0.553347897276055
1,1.96969696969697,0.542723936217157,0.538239898609831,0.547207973824483
1,2.01010101010101,0.536650093610662,0.532231762198746,0.541068425022579
1,2.05050505050505,0.530576251004168,0.526223234172619,0.534929267835717
1,2.09090909090909,0.524502408397673,0.520214296636703,0.528790520158642
1,2.13131313131313,0.518428565791178,0.514204930712009,0.522652200870347
1,2.17171717171717,0.512354723184683,0.508195116477552,0.516514329891814
1,2.21212121212121,0.506280880578188,0.502184832909688,0.510376928246689
1,2.25252525252525,0.500207037971693,0.496174057818525,0.504240018124861
1,2.29292929292929,0.494133195365198,0.490162767781465,0.498103622948932
1,2.33333333333333,0.488059352758703,0.484150938073937,0.491967767443469
1,2.37373737373737,0.481985510152209,0.478138542597482,0.485832477706935
1,2.41414141414141,0.475911667545714,0.47212555380538,0.479697781286047
1,2.45454545454545,0.469837824939219,0.466111942626133,0.473563707252304
1,2.4949494949495,0.463763982332724,0.460097678385178,0.467430286280269
1,2.53535353535354,0.457690139726229,0.454082728725357,0.461297550727101
1,2.57575757575758,0.451616297119734,0.44806705952678,0.455165534712688
1,2.61616161616162,0.445542454513239,0.442050634826906,0.449034274199572
1,2.65656565656566,0.439468611906744,0.436033416741824,0.442903807071664
1,2.6969696969697,0.433394769300249,0.430015365389954,0.436774173210544
1,2.73737373737374,0.427320926693754,0.423996438819608,0.430645414567901
1,2.77777777777778,0.42124708408726,0.41797659294213,0.424517575232389
1,2.81818181818182,0.415173241480765,0.411955781472621,0.418390701488908
1,2.85858585858586,0.40909939887427,0.405933955880591,0.412264841867949
1,2.8989898989899,0.403025556267775,0.399911065353185,0.406140047182364
1,2.93939393939394,0.39695171366128,0.393887056774043,0.400016370548517
1,2.97979797979798,0.390877871054785,0.387861874721147,0.393893867388424
1,3.02020202020202,0.38480402844829,0.381835461487423,0.387772595409157
1,3.06060606060606,0.378730185841795,0.375807757128142,0.381652614555448
1,3.1010101010101,0.3726563432353,0.369778699539459,0.375533986931142
1,3.14141414141414,0.366582500628806,0.363748224572623,0.369416776684988
1,3.18181818181818,0.360508658022311,0.357716266188473,0.363301049856148
1,3.22222222222222,0.354434815415816,0.351682756656756,0.357186874174875
1,3.26262626262626,0.348360972809321,0.34564762680456,0.351074318814081
1,3.3030303030303,0.342287130202826,0.339610806317646,0.344963454088006
1,3.34343434343434,0.336213287596331,0.333572224097696,0.338854351094966
1,3.38383838383838,0.330139444989836,0.327531808677415,0.332747081302257
1,3.42424242424242,0.324065602383341,0.321489488693984,0.326641716072698
1,3.46464646464647,0.317991759776846,0.315445193419625,0.320538326134067
1,3.50505050505051,0.311917917170352,0.309398853345918,0.314436980994785
1,3.54545454545455,0.305844074563857,0.303350400816149,0.308337748311564
1,3.58585858585859,0.299770231957362,0.297299770697385,0.302240693217338
1,3.62626262626263,0.293696389350867,0.291246901081313,0.296145877620421
1,3.66666666666667,0.287622546744372,0.285191734000263,0.290053359488481
1,3.70707070707071,0.281548704137877,0.279134216142512,0.283963192133242
1,3.74747474747475,0.275474861531382,0.273074299549011,0.277875423513753
1,3.78787878787879,0.269401018924887,0.267011942272445,0.27179009557733
1,3.82828282828283,0.263327176318392,0.260947108979033,0.265707243657752
1,3.86868686868687,0.257253333711898,0.254879771474009,0.259626895949786
1,3.90909090909091,0.251179491105403,0.248809909133203,0.253549073077602
1,3.94949494949495,0.245105648498908,0.242737509225677,0.247473787772138
1,3.98989898989899,0.239031805892413,0.236662567115831,0.241401044668995
1,4.03030303030303,0.232957963285918,0.230585086337548,0.235330840234288
1,4.07070707070707,0.226884120679423,0.224505078537647,0.2292631628212
1,4.11111111111111,0.220810278072928,0.218422563290716,0.22319799285514
1,4.15151515151515,0.214736435466433,0.212337567792167,0.2171353031407
1,4.19191919191919,0.208662592859938,0.206250126440548,0.211075059279329
1,4.23232323232323,0.202588750253443,0.200160280323769,0.205017220183118
1,4.27272727272727,0.196514907646949,0.19406807662651,0.198961738667387
1,4.31313131313131,0.190441065040454,0.187973567977754,0.192908562103153
1,4.35353535353535,0.184367222433959,0.18187681175801,0.186857633109907
1,4.39393939393939,0.178293379827464,0.175777869385441,0.180808890269487
1,4.43434343434343,0.172219537220969,0.169676805598958,0.174762268842981
1,4.47474747474748,0.166145694614474,0.163573687754486,0.168717701474463
1,4.51515151515152,0.160071852007979,0.157468585148305,0.162675118867654
1,4.55555555555556,0.153998009401484,0.151361568378793,0.156634450424176
1,4.5959595959596,0.147924166794989,0.145252708755233,0.150595624834746
1,4.63636363636364,0.141850324188495,0.139142077759745,0.144558570617244
1,4.67676767676768,0.135776481582,0.133029746566006,0.138523216597994
1,4.71717171717172,0.129702638975505,0.126915785616259,0.132489492334751
1,4.75757575757576,0.12362879636901,0.120800264256342,0.126457328481678
1,4.7979797979798,0.117554953762515,0.114683250426958,0.120426657098072
1,4.83838383838384,0.11148111115602,0.108564810408308,0.114397411903732
1,4.87878787878788,0.105407268549525,0.102445008614381,0.108369528484669
1,4.91919191919192,0.0993334259430304,0.0963239074326678,0.102342944453393
1,4.95959595959596,0.0932595833365354,0.0902015671047813,0.0963175995682895
1,5,0.0871857407300407,0.0840780456433682,0.0902934358167133
2,1,0.208461551873133,0.19809673548893,0.218826368257336
2,1.04040404040404,0.208608965008136,0.198364808350519,0.218853121665754
2,1.08080808080808,0.20875637814314,0.198632626881873,0.218880129404407
2,1.12121212121212,0.208903791278143,0.198900181899482,0.218907400656804
2,1.16161616161616,0.209051204413147,0.199167463793914,0.21893494503238
2,1.2020202020202,0.20919861754815,0.199434462506246,0.218962772590054
2,1.24242424242424,0.209346030683153,0.199701167503044,0.218990893863263
2,1.28282828282828,0.209493443818157,0.199967567749765,0.219019319886549
2,1.32323232323232,0.20964085695316,0.200233651682502,0.219048062223819
2,1.36363636363636,0.209788270088164,0.200499407177943,0.219077132998384
2,1.4040404040404,0.209935683223167,0.200764821521448,0.219106544924886
2,1.44444444444444,0.210083096358171,0.201029881373102,0.21913631134324
2,1.48484848484848,0.210230509493174,0.20129457273163,0.219166446254718
2,1.52525252525253,0.210377922628177,0.201558880896028,0.219196964360326
2,1.56565656565657,0.210525335763181,0.201822790424771,0.219227881101591
2,1.60606060606061,0.210672748898184,0.202086285092438,0.219259212703931
2,1.64646464646465,0.210820162033188,0.202349347843611,0.219290976222764
2,1.68686868686869,0.210967575168191,0.202611960743872,0.219323189592511
2,1.72727272727273,0.211114988303195,0.202874104927725,0.219355871678664
2,1.76767676767677,0.211262401438198,0.203135760543283,0.219389042333113
2,1.80808080808081,0.211409814573201,0.203396906693515,0.219422722452888
2,1.84848484848485,0.211557227708205,0.203657521373891,0.219456934042519
2,1.88888888888889,0.211704640843208,0.203917581406226,0.21949170028019
2,1.92929292929293,0.211852053978212,0.204177062368548,0.219527045587875
2,1.96969696969697,0.211999467113215,0.204435938520796,0.219562995705634
2,2.01010101010101,0.212146880248219,0.204694182726186,0.219599577770251
2,2.05050505050505,0.212294293383222,0.20495176636808,0.219636820398364
2,2.09090909090909,0.212441706518225,0.2052086592622,0.219674753774251
2,2.13131313131313,0.212589119653229,0.205464829564081,0.219713409742377
2,2.17171717171717,0.212736532788232,0.205720243671655,0.219752821904809
2,2.21212121212121,0.212883945923236,0.205974866122923,0.219793025723548
2,2.25252525252525,0.213031359058239,0.206228659488701,0.219834058627777
2,2.29292929292929,0.213178772193243,0.206481584260511,0.219875960125974
2,2.33333333333333,0.213326185328246,0.206733598733753,0.219918771922739
2,2.37373737373737,0.213473598463249,0.206984658886395,0.219962538040104
2,2.41414141414141,0.213621011598253,0.207234718253528,0.220007304942978
2,2.45454545454545,0.213768424733256,0.207483727798295,0.220053121668217
2,2.4949494949495,0.21391583786826,0.207731635779844,0.220100039956675
2,2.53535353535354,0.214063251003263,0.207978387619172,0.220148114387354
2,2.57575757575758,0.214210664138266,0.208223925763963,0.22019740251257
2,2.61616161616162,0.21435807727327,0.208468189553773,0.220247964992767
2,2.65656565656566,0.214505490408273,0.208711115087254,0.220299865729293
2,2.6969696969697,0.214652903543277,0.208952635093456,0.220353171993097
2,2.73737373737374,0.21480031667828,0.209192678809638,0.220407954546922
2,2.77777777777778,0.214947729813284,0.209431171868491,0.220464287758076
2,2.81818181818182,0.215095142948287,0.209668036198157,0.220522249698417
2,2.85858585858586,0.21524255608329,0.209903189938982,0.220581922227599
2,2.8989898989899,0.215389969218294,0.210136547381501,0.220643391055087
2,2.93939393939394,0.215537382353297,0.210368018930764,0.22070674577583
2,2.97979797979798,0.215684795488301,0.21059751110272,0.220772079873881
2,3.02020202020202,0.215832208623304,0.210824926558955,0.220839490687653
2,3.06060606060606,0.215979621758308,0.211050164186652,0.220909079329963
2,3.1010101010101,0.216127034893311,0.211273119231067,0.220980950555555
2,3.14141414141414,0.216274448028314,0.211493683488177,0.221055212568451
2,3.18181818181818,0.216421861163318,0.211711745565277,0.221131976761359
2,3.22222222222222,0.216569274298321,0.211927191217181,0.221211357379461
2,3.26262626262626,0.216716687433325,0.212139903765274,0.221293471101375
2,3.3030303030303,0.216864100568328,0.212349764605788,0.221378436530868
2,3.34343434343434,0.217011513703332,0.212556653812397,0.221466373594266
2,3.38383838383838,0.217158926838335,0.212760450836393,0.221557402840277
2,3.42424242424242,0.217306339973338,0.2129610353053,0.221651644641377
